Farm_ID,Sector,Species,State,Farm_Age_Years,Farm_Area_Acres,Water_Temperature_C,Water_pH,Dissolved_Oxygen_mg_L,Ammonia_mg_L,Stocking_Density_Animals_Per_Acre,Feed_Quantity_kg_Per_Day,Feed_Quality_Score,Rainfall_mm,Humidity_Percent,Body_Condition_Score,Disease_Type,Disease_Onset,Mortality_Rate_Percent,Feed_Conversion_Ratio,Daily_Feed_Cost,Productivity_Score,Water_Quality_Score,Disease_Risk_Score,Disease_Risk_Level
F0575,Aquaculture,Shrimp,Telangana,4,18.4,26.4,7.49,5.65,0.3,126.0,63.3,67.3,85.7,96.0,2.6,No Disease,0,1.4,1.12,66.91,100.0,89.9,100.0,High
F0576,Livestock,Buffalo,Tamil Nadu,7,8.8,,,,,14.6,15.0,89.9,158.1,48.8,1.9,No Disease,0,1.3,1.98,18.87,100.0,,33.8,Low
F0577,Aquaculture,Rohu,Telangana,2,17.7,26.0,7.97,3.44,0.32,171.6,195.3,96.8,6.8,67.3,2.5,White Spot Disease,1,5.0,1.93,274.83,100.0,84.4,86.1,High
F0578,Livestock,Buffalo,Karnataka,3,12.8,,,,,17.4,44.4,77.6,176.6,74.3,1.9,No Disease,0,1.4,2.29,68.74,100.0,,50.2,Medium
F0579,Livestock,Poultry,Telangana,4,16.6,,,,,17.4,47.1,64.8,94.8,68.9,3.4,No Disease,0,1.5,1.93,67.09,100.0,,59.6,Medium
F0580,Livestock,Cattle,West Bengal,1,23.8,,,,,61.4,3.8,67.2,89.8,47.4,2.3,No Disease,0,0.7,1.78,5.52,100.0,,68.2,High
F0581,Livestock,Buffalo,West Bengal,3,8.6,,,,,49.8,29.4,85.0,78.1,55.7,2.4,No Disease,0,0.9,2.15,49.14,100.0,,47.4,Medium
F0582,Aquaculture,Rohu,Tamil Nadu,2,15.3,26.9,7.92,4.27,0.51,150.1,98.0,90.2,23.5,62.5,2.9,No Disease,0,1.5,1.49,125.54,100.0,91.4,67.3,High
F0583,Livestock,Buffalo,West Bengal,4,17.0,,,,,9.8,11.6,67.9,97.1,86.2,2.7,No Disease,0,1.6,2.12,12.87,100.0,,67.5,High
F0584,Livestock,Sheep,West Bengal,2,13.2,,,,,9.1,57.4,60.5,125.5,71.8,1.9,No Disease,0,1.1,1.92,72.0,100.0,,63.2,Medium
F0585,Livestock,Cattle,Telangana,5,10.0,,,,,48.1,53.6,83.0,85.5,90.3,3.1,No Disease,0,2.4,2.05,88.79,100.0,,65.3,High
F0586,Aquaculture,Pangasius,Telangana,2,18.4,27.7,7.33,4.62,0.21,146.9,137.5,78.9,74.0,74.8,2.3,No Disease,0,1.3,1.54,160.06,100.0,93.2,81.7,High
F0587,Livestock,Cattle,Karnataka,3,17.7,,,,,79.3,45.2,86.8,44.6,89.2,2.9,No Disease,0,3.2,1.5,58.02,100.0,,68.4,High
F0588,Aquaculture,Rohu,Karnataka,6,8.2,24.9,8.14,4.29,0.4,64.5,178.9,91.2,86.7,77.8,2.8,No Disease,0,2.7,1.81,292.28,100.0,83.5,51.2,Medium
F0589,Livestock,Cattle,Telangana,6,17.3,,,,,40.5,26.0,91.2,41.4,45.3,3.6,No Disease,0,4.0,1.97,31.0,100.0,,38.9,Medium
F0590,Aquaculture,Catla,West Bengal,6,8.8,21.6,7.51,4.6,0.36,75.8,27.4,67.8,105.2,73.1,4.4,Bacterial Infection,1,9.7,2.01,27.46,97.9,70.9,93.6,High
F0591,Aquaculture,Tilapia,Telangana,7,23.2,26.8,8.33,3.92,0.16,116.6,63.0,56.4,170.2,94.8,2.4,No Disease,1,5.2,2.09,100.51,100.0,88.0,100.0,High
F0592,Livestock,Buffalo,Andhra Pradesh,5,22.1,,,,,73.5,7.4,86.0,25.3,65.6,2.9,No Disease,0,2.7,1.74,8.71,100.0,,52.4,Medium
F0593,Aquaculture,Pangasius,Andhra Pradesh,4,14.1,32.1,7.37,3.63,0.32,152.2,36.2,84.6,31.5,80.6,4.1,No Disease,0,3.5,1.46,53.23,100.0,74.7,81.9,High
F0594,Livestock,Goat,Telangana,5,23.2,,,,,28.6,5.0,95.8,115.5,91.5,3.6,No Disease,0,1.7,2.02,5.89,100.0,,48.6,Medium
F0595,Livestock,Sheep,Tamil Nadu,4,7.6,,,,,19.5,53.7,56.3,161.2,47.7,3.6,No Disease,0,1.4,2.3,57.21,100.0,,68.6,High
F0596,Livestock,Goat,Telangana,7,18.1,,,,,36.2,44.2,89.3,170.1,77.3,2.5,No Disease,0,2.0,2.05,66.24,100.0,,45.6,Medium
F0597,Aquaculture,Catla,Karnataka,6,18.3,31.9,7.77,5.7,0.18,144.9,144.1,92.2,23.8,80.6,3.1,No Disease,0,0.7,1.4,173.1,100.0,84.0,72.5,High
F0598,Aquaculture,Pangasius,Karnataka,3,8.9,25.0,8.12,4.96,0.19,71.4,147.0,70.4,173.9,96.4,3.1,No Disease,0,4.5,1.51,172.51,100.0,84.2,88.6,High
F0599,Livestock,Cattle,Karnataka,6,20.8,,,,,33.6,27.5,75.2,138.5,50.6,3.9,No Disease,0,0.0,1.96,37.83,100.0,,53.2,Medium
F0600,Livestock,Goat,Telangana,1,1.7,,,,,79.2,17.8,92.6,138.0,64.2,3.8,No Disease,0,2.5,1.68,25.79,100.0,,47.2,Medium
F0601,Aquaculture,Pangasius,Andhra Pradesh,6,21.8,24.9,7.66,4.82,0.49,171.0,238.5,59.9,172.2,70.8,3.6,No Disease,1,16.1,2.04,410.64,79.7,83.7,100.0,High
F0602,Livestock,Goat,Andhra Pradesh,5,4.9,,,,,29.3,41.4,79.2,29.2,61.4,4.2,No Disease,0,1.1,2.51,51.45,100.0,,48.1,Medium
F0603,Livestock,Goat,Telangana,6,13.8,,,,,32.6,26.1,90.8,55.8,95.0,2.3,No Disease,0,0.7,1.71,41.35,100.0,,57.4,Medium
F0604,Livestock,Cattle,Tamil Nadu,7,22.7,,,,,20.7,30.2,58.7,151.8,83.1,4.3,No Disease,0,1.8,2.02,43.77,100.0,,77.0,High
F0605,Aquaculture,Pangasius,West Bengal,2,8.2,23.1,8.38,4.07,0.17,115.0,231.3,84.5,134.0,90.9,2.9,Bacterial Infection,1,11.3,1.56,368.14,95.7,73.4,100.0,High
F0606,Aquaculture,Tilapia,Tamil Nadu,1,11.4,26.6,7.13,6.62,0.35,166.2,230.6,88.4,41.1,56.1,3.0,Parasitic Infection,1,8.5,1.82,384.93,100.0,86.4,93.2,High
F0607,Aquaculture,Pangasius,West Bengal,3,14.4,29.8,7.74,4.63,0.1,54.3,133.5,85.0,48.8,67.8,4.1,Bacterial Infection,1,2.9,1.65,203.73,100.0,92.1,68.6,High
F0608,Livestock,Goat,West Bengal,3,9.7,,,,,43.3,32.7,92.7,83.2,59.8,2.4,Respiratory Infection,1,8.2,2.29,43.56,100.0,,58.1,Medium
F0609,Livestock,Cattle,Tamil Nadu,4,9.1,,,,,77.8,59.0,79.9,0.2,92.7,3.3,No Disease,0,1.1,1.98,92.91,100.0,,77.7,High
F0610,Livestock,Sheep,Karnataka,3,19.4,,,,,72.1,41.1,63.8,167.9,59.0,2.2,No Disease,0,1.1,1.81,49.2,100.0,,74.2,High
F0611,Aquaculture,Tilapia,Andhra Pradesh,2,11.4,25.8,7.39,4.98,0.29,172.6,98.7,73.9,127.3,80.3,2.8,No Disease,0,0.4,1.43,151.16,100.0,86.3,97.5,High
F0612,Livestock,Sheep,Telangana,3,23.7,,,,,46.1,8.7,56.0,9.2,95.6,2.2,No Disease,0,1.5,1.75,11.53,100.0,,96.0,High
F0613,Livestock,Buffalo,Andhra Pradesh,6,2.6,,,,,59.8,40.5,60.6,115.2,85.9,4.1,No Disease,0,2.4,2.35,44.71,100.0,,87.1,High
F0614,Livestock,Goat,Tamil Nadu,1,3.8,,,,,24.6,42.0,94.7,61.2,71.7,3.1,No Disease,0,3.3,2.02,65.54,100.0,,32.8,Low
F0615,Livestock,Sheep,Telangana,4,19.2,,,,,15.9,12.3,92.1,70.7,45.2,2.5,No Disease,0,2.0,2.37,18.92,100.0,,31.9,Low
F0616,Aquaculture,Rohu,Karnataka,2,11.2,30.0,7.34,5.51,0.24,88.9,232.0,95.1,43.5,89.3,3.1,No Disease,0,1.7,1.75,274.28,100.0,86.5,62.6,Medium
F0617,Aquaculture,Shrimp,Telangana,3,7.5,27.6,7.78,4.33,0.51,83.9,157.6,73.8,176.6,70.3,3.5,No Disease,0,5.1,1.3,173.58,100.0,95.4,67.4,High
F0618,Livestock,Poultry,Karnataka,6,2.7,,,,,45.9,10.5,74.5,158.6,67.3,4.1,No Disease,0,0.0,2.04,11.38,100.0,,57.0,Medium
F0619,Aquaculture,Shrimp,West Bengal,5,11.8,26.5,7.93,5.97,0.66,123.2,86.9,66.5,137.3,66.0,3.1,No Disease,0,4.4,1.75,134.47,100.0,85.9,84.3,High
F0620,Aquaculture,Catla,West Bengal,7,11.0,28.4,7.82,6.53,0.23,111.1,134.0,95.0,160.2,88.8,2.7,No Disease,0,0.8,0.94,223.15,100.0,98.2,67.8,High
F0621,Livestock,Goat,Karnataka,1,10.4,,,,,34.5,49.9,66.5,50.0,72.7,3.0,No Disease,0,4.0,1.69,54.88,100.0,,64.3,Medium
F0622,Livestock,Sheep,West Bengal,1,18.4,,,,,55.4,3.9,60.7,123.5,56.3,4.1,No Disease,0,3.3,1.86,4.4,100.0,,73.2,High
F0623,Aquaculture,Pangasius,Telangana,1,14.1,28.9,8.38,6.29,0.08,120.7,58.1,72.3,61.8,72.2,3.9,No Disease,0,1.0,1.15,94.68,100.0,89.4,79.6,High
F0624,Livestock,Poultry,Telangana,1,13.1,,,,,41.7,8.5,74.7,125.5,97.9,2.7,No Disease,0,0.7,1.93,14.15,100.0,,78.0,High
F0625,Aquaculture,Rohu,Andhra Pradesh,1,24.3,24.9,6.97,4.78,0.13,152.6,204.0,95.2,72.6,85.5,3.3,No Disease,0,0.0,1.24,245.2,100.0,77.6,75.4,High
F0626,Livestock,Sheep,Karnataka,1,8.2,,,,,14.0,47.4,70.1,40.4,63.7,3.5,No Disease,0,0.6,1.97,49.82,100.0,,53.4,Medium
F0627,Aquaculture,Shrimp,Karnataka,3,7.3,29.7,7.81,5.81,0.26,65.2,186.6,89.9,122.2,81.1,3.4,No Disease,0,0.0,1.35,316.44,100.0,93.1,55.3,Medium
F0628,Livestock,Goat,Telangana,6,1.6,,,,,49.5,12.9,93.2,145.5,72.6,3.8,No Disease,1,1.2,2.61,17.37,100.0,,61.3,Medium
F0629,Aquaculture,Pangasius,West Bengal,7,21.1,31.5,8.4,4.66,0.24,149.8,176.1,75.3,162.0,69.5,2.7,No Disease,0,0.4,1.46,206.4,100.0,78.8,82.2,High
F0630,Aquaculture,Rohu,Andhra Pradesh,7,2.7,28.3,7.67,5.48,0.39,171.3,49.6,58.8,150.9,91.8,4.1,No Disease,0,0.7,1.16,77.36,100.0,97.2,100.0,High
F0631,Aquaculture,Tilapia,Tamil Nadu,6,7.5,27.8,8.61,4.26,0.09,170.1,229.5,85.8,159.2,68.7,3.0,No Disease,0,0.0,1.37,410.56,100.0,89.5,76.7,High
F0632,Livestock,Buffalo,West Bengal,4,16.1,,,,,35.2,3.0,90.0,64.7,75.8,2.0,No Disease,0,0.0,1.77,4.8,100.0,,43.4,Medium
F0633,Aquaculture,Shrimp,Karnataka,1,3.4,30.7,7.26,3.75,0.09,64.1,46.6,79.9,65.6,58.5,4.2,Parasitic Infection,1,13.8,1.69,51.01,89.5,80.2,76.1,High
F0634,Aquaculture,Catla,Telangana,5,23.8,26.1,8.07,5.9,0.2,163.9,30.3,62.2,21.1,62.7,4.4,No Disease,0,2.1,1.51,46.33,100.0,89.2,98.8,High
F0635,Livestock,Buffalo,Karnataka,2,19.1,,,,,10.2,16.8,63.5,2.9,73.5,3.3,No Disease,0,1.6,1.72,25.83,100.0,,61.9,Medium
F0636,Livestock,Sheep,West Bengal,3,18.0,,,,,42.0,35.2,79.5,73.9,55.2,3.8,No Disease,0,0.8,1.75,46.91,100.0,,51.0,Medium
F0637,Aquaculture,Tilapia,Andhra Pradesh,7,23.5,27.8,8.18,5.69,0.55,83.5,248.7,56.6,29.2,93.4,2.2,No Disease,0,1.9,1.36,398.81,100.0,90.9,100.0,High
F0638,Aquaculture,Tilapia,Telangana,6,4.6,26.5,7.68,5.23,0.36,50.4,207.8,92.3,115.1,74.2,3.7,No Disease,0,2.0,1.56,340.54,100.0,92.6,43.7,Medium
F0639,Livestock,Goat,Karnataka,1,18.7,,,,,79.0,19.7,60.5,98.2,90.5,3.6,Respiratory Infection,1,9.5,2.68,28.89,96.6,,100.0,High
F0640,Livestock,Sheep,West Bengal,4,14.9,,,,,36.7,51.1,83.8,131.9,76.1,3.0,Parasitic Infection,1,3.4,2.21,74.97,100.0,,70.3,High
F0641,Livestock,Poultry,West Bengal,7,19.2,,,,,59.4,5.0,56.3,19.0,96.2,4.3,Mastitis,1,6.8,2.05,6.99,100.0,,100.0,High
F0642,Livestock,Sheep,Telangana,2,23.1,,,,,11.9,27.0,80.2,163.7,55.0,4.0,No Disease,0,1.3,2.07,41.87,100.0,,42.8,Medium
F0643,Livestock,Buffalo,Andhra Pradesh,7,23.4,,,,,70.3,38.8,91.3,47.0,50.2,3.5,No Disease,0,2.8,1.63,39.63,100.0,,46.3,Medium
F0644,Aquaculture,Pangasius,Karnataka,3,12.4,29.0,8.57,5.29,0.14,90.0,202.2,87.6,163.9,55.6,4.0,No Disease,0,2.1,1.42,304.06,100.0,86.8,54.9,Medium
F0645,Livestock,Buffalo,Karnataka,1,14.4,,,,,51.8,49.9,95.3,144.6,67.6,3.5,No Disease,0,0.9,2.08,58.42,100.0,,37.7,Medium
F0646,Aquaculture,Tilapia,Tamil Nadu,3,24.9,23.8,8.36,4.49,0.24,151.4,75.4,74.8,86.5,79.1,4.0,No Disease,0,0.6,1.46,99.65,100.0,76.5,90.3,High
F0647,Aquaculture,Catla,West Bengal,2,11.8,21.4,7.38,3.91,0.32,168.7,230.4,97.5,157.3,97.9,2.6,No Disease,0,1.5,1.41,410.93,100.0,67.7,87.0,High
F0648,Aquaculture,Tilapia,West Bengal,6,24.8,29.6,8.7,4.0,0.2,150.9,115.7,59.0,87.2,58.9,2.3,No Disease,0,0.2,1.29,166.53,100.0,82.8,98.7,High
F0649,Livestock,Poultry,Tamil Nadu,5,11.9,,,,,6.5,8.8,91.3,152.1,62.4,2.0,No Disease,0,1.4,1.98,12.43,100.0,,30.3,Low
F0650,Aquaculture,Catla,Karnataka,3,3.6,27.3,7.58,4.83,0.28,84.9,109.0,81.8,28.5,92.0,3.1,No Disease,0,1.0,1.37,109.33,100.0,94.6,77.0,High
F0651,Aquaculture,Pangasius,Karnataka,6,22.4,29.2,7.76,4.57,0.6,42.7,27.8,84.4,150.8,85.4,3.0,No Disease,1,10.1,1.85,29.37,99.1,89.7,78.6,High
F0652,Livestock,Goat,Andhra Pradesh,1,16.0,,,,,23.2,46.9,77.7,167.0,67.7,4.1,No Disease,0,2.3,1.92,74.73,100.0,,48.1,Medium
F0653,Aquaculture,Rohu,Telangana,7,16.0,31.0,7.29,6.22,0.35,81.5,137.3,83.7,4.7,71.2,3.7,No Disease,0,3.4,1.33,219.95,100.0,81.9,57.6,Medium
F0654,Aquaculture,Pangasius,Karnataka,1,6.4,31.6,7.7,5.27,0.21,142.3,248.5,84.2,41.7,59.7,3.6,No Disease,0,2.1,1.77,328.73,100.0,84.4,71.4,High
F0655,Livestock,Goat,Tamil Nadu,7,24.0,,,,,47.3,57.2,89.1,104.2,79.3,4.3,No Disease,0,1.1,2.21,75.77,100.0,,50.2,Medium
F0656,Aquaculture,Rohu,West Bengal,1,16.2,28.5,7.99,4.5,0.73,134.0,27.4,80.2,99.7,69.9,2.5,No Disease,0,1.8,1.32,32.94,100.0,87.5,73.3,High
F0657,Aquaculture,Rohu,Andhra Pradesh,4,19.6,25.0,8.02,5.38,0.23,144.0,171.7,72.5,47.2,97.1,4.0,No Disease,0,0.8,1.63,230.29,100.0,85.4,100.0,High
F0658,Aquaculture,Catla,Karnataka,1,7.6,30.0,7.52,6.61,0.23,150.5,194.8,70.0,81.7,80.6,4.4,No Disease,0,1.4,1.81,290.39,100.0,88.6,96.1,High
F0659,Livestock,Cattle,Telangana,1,19.7,,,,,13.6,22.2,87.8,109.4,50.4,4.1,No Disease,0,1.4,1.67,32.28,100.0,,35.6,Medium
F0660,Livestock,Cattle,Andhra Pradesh,7,14.1,,,,,23.9,26.9,76.0,24.8,80.7,3.4,Mastitis,1,3.3,2.37,34.0,100.0,,78.5,High
F0661,Livestock,Sheep,Karnataka,3,10.4,,,,,65.2,37.5,71.2,0.2,68.7,2.5,Foot and Mouth Disease,1,9.8,2.54,42.32,95.5,,85.1,High
F0662,Aquaculture,Shrimp,West Bengal,7,12.5,27.2,7.52,5.32,0.43,97.9,36.7,85.7,126.5,81.4,3.3,No Disease,0,0.0,1.59,49.9,100.0,92.7,67.9,High
F0663,Aquaculture,Pangasius,Andhra Pradesh,2,11.6,25.1,8.37,4.82,0.3,146.8,35.7,55.5,161.7,80.0,2.9,No Disease,0,2.4,1.45,63.78,100.0,81.6,100.0,High
F0664,Livestock,Buffalo,Andhra Pradesh,6,9.5,,,,,5.4,41.3,78.6,59.6,54.0,3.1,No Disease,0,0.0,1.45,48.73,100.0,,42.8,Medium
F0665,Aquaculture,Pangasius,Andhra Pradesh,3,19.7,27.7,7.06,4.9,0.37,178.9,43.7,57.3,154.0,94.9,2.2,White Spot Disease,1,9.3,1.76,77.61,92.2,89.9,100.0,High
F0666,Aquaculture,Pangasius,Telangana,1,3.9,31.6,7.88,3.54,0.4,118.6,142.7,90.4,176.7,72.7,3.9,Parasitic Infection,1,8.2,1.78,184.17,100.0,80.0,81.4,High
F0667,Livestock,Buffalo,Karnataka,7,6.1,,,,,10.8,55.9,85.4,59.3,65.7,3.8,No Disease,0,1.8,2.0,64.27,100.0,,37.3,Medium
F0668,Livestock,Buffalo,Karnataka,5,23.7,,,,,63.5,21.7,71.3,159.8,66.4,3.5,No Disease,1,6.4,2.93,28.25,100.0,,84.6,High
F0669,Aquaculture,Rohu,Telangana,1,24.2,28.7,7.79,4.87,0.37,99.2,174.0,55.7,147.6,92.8,4.1,No Disease,0,2.0,1.43,238.09,100.0,97.1,100.0,High
F0670,Aquaculture,Pangasius,Telangana,7,5.8,28.6,7.27,5.79,0.18,149.7,45.9,94.2,35.0,81.4,4.5,No Disease,0,0.9,1.4,52.82,100.0,91.2,72.3,High
F0671,Aquaculture,Pangasius,Karnataka,2,20.5,24.8,8.38,6.47,0.13,105.4,206.8,61.7,142.2,57.8,2.5,No Disease,0,0.8,1.24,295.66,100.0,80.2,84.6,High
F0672,Livestock,Buffalo,West Bengal,5,10.5,,,,,15.9,28.9,88.3,60.7,78.6,1.9,No Disease,0,0.2,1.78,45.91,100.0,,42.6,Medium
F0673,Livestock,Poultry,Telangana,1,1.4,,,,,47.6,11.6,95.2,156.3,90.8,3.7,No Disease,0,1.1,2.06,13.71,100.0,,53.3,Medium
F0674,Livestock,Cattle,Telangana,5,13.8,,,,,38.9,57.6,66.2,122.9,94.9,3.6,No Disease,0,2.7,1.58,63.9,100.0,,83.4,High
F0675,Livestock,Cattle,Andhra Pradesh,3,1.0,,,,,27.8,33.4,63.2,33.6,75.6,3.7,Respiratory Infection,1,4.4,2.08,42.77,100.0,,88.2,High
F0676,Aquaculture,Tilapia,Karnataka,2,8.3,31.6,7.99,5.37,0.24,100.8,54.6,75.0,122.2,90.8,3.1,No Disease,0,0.0,1.52,96.31,100.0,83.3,86.8,High
F0677,Livestock,Poultry,Karnataka,5,20.0,,,,,67.5,37.6,94.3,41.8,51.4,1.8,No Disease,0,2.2,1.91,58.17,100.0,,42.6,Medium
F0678,Livestock,Goat,Tamil Nadu,7,14.2,,,,,16.2,15.1,75.1,76.5,60.3,2.3,No Disease,0,0.5,1.8,17.4,100.0,,49.0,Medium
F0679,Livestock,Sheep,Telangana,2,2.6,,,,,39.0,14.3,63.7,154.7,80.9,3.3,No Disease,0,2.9,1.95,18.18,100.0,,74.8,High
F0680,Livestock,Goat,Karnataka,3,20.4,,,,,20.9,24.8,57.8,40.7,87.0,4.0,No Disease,0,2.1,2.51,38.09,100.0,,81.0,High
F0681,Livestock,Sheep,West Bengal,2,21.9,,,,,19.0,40.0,71.2,176.8,80.3,4.4,No Disease,0,3.0,2.02,52.11,100.0,,61.8,Medium
F0682,Aquaculture,Catla,Karnataka,5,5.6,27.2,8.18,6.15,0.24,78.2,230.6,90.6,176.5,68.9,2.6,No Disease,0,3.1,1.11,305.07,100.0,92.2,49.0,Medium
F0683,Aquaculture,Pangasius,West Bengal,4,15.7,27.1,7.69,5.06,0.16,172.4,70.1,66.0,18.2,81.0,3.7,No Disease,0,0.3,1.44,86.33,100.0,95.1,100.0,High
F0684,Livestock,Buffalo,Andhra Pradesh,3,20.5,,,,,56.2,39.0,92.9,105.5,86.3,2.5,No Disease,0,2.2,2.22,40.63,100.0,,54.2,Medium
F0685,Aquaculture,Rohu,West Bengal,3,6.6,24.9,7.81,4.42,0.22,120.1,42.0,61.9,15.4,71.4,4.1,No Disease,0,4.1,1.64,59.93,100.0,87.5,89.2,High
F0686,Livestock,Goat,Karnataka,4,20.7,,,,,52.9,24.5,73.3,13.6,46.7,3.7,No Disease,0,1.3,1.55,32.57,100.0,,59.9,Medium
F0687,Livestock,Goat,Andhra Pradesh,4,18.6,,,,,50.3,53.9,92.2,160.3,59.3,1.9,No Disease,0,0.9,2.06,59.01,100.0,,40.4,Medium
F0688,Aquaculture,Tilapia,West Bengal,1,14.6,32.2,8.05,4.33,0.23,45.6,130.2,80.8,14.2,67.3,2.8,No Disease,0,2.5,1.39,159.81,100.0,80.2,50.6,Medium
F0689,Aquaculture,Tilapia,Telangana,7,20.1,30.8,8.18,4.03,0.21,68.6,179.5,94.4,71.0,62.7,2.7,No Disease,0,3.2,1.29,180.63,100.0,84.2,42.7,Medium
F0690,Livestock,Goat,Andhra Pradesh,5,21.7,,,,,58.9,52.8,73.7,96.4,94.4,2.1,No Disease,0,0.0,1.98,75.08,100.0,,80.5,High
F0691,Livestock,Buffalo,Tamil Nadu,6,6.1,,,,,61.5,19.1,87.8,134.2,58.0,3.8,No Disease,0,2.3,2.01,27.65,100.0,,47.6,Medium
F0692,Livestock,Sheep,Andhra Pradesh,2,5.8,,,,,49.4,44.6,77.1,146.5,83.3,3.5,No Disease,0,1.5,1.72,52.68,100.0,,65.9,High
F0693,Aquaculture,Rohu,Andhra Pradesh,5,3.0,27.6,7.88,5.0,0.54,86.0,56.4,62.2,119.1,78.7,2.3,White Spot Disease,1,13.9,1.98,59.04,89.7,93.9,100.0,High
F0694,Livestock,Sheep,Telangana,4,14.7,,,,,6.6,3.8,76.8,132.2,51.4,2.4,No Disease,0,3.4,2.15,6.36,100.0,,44.9,Medium
F0695,Livestock,Poultry,Andhra Pradesh,7,20.9,,,,,74.2,45.4,83.7,104.9,70.9,2.3,Mastitis,1,4.4,2.59,57.22,100.0,,75.6,High
F0696,Livestock,Goat,Karnataka,4,14.1,,,,,9.1,40.1,91.0,67.2,91.4,2.4,No Disease,0,0.3,2.46,57.31,100.0,,48.4,Medium
F0697,Aquaculture,Catla,West Bengal,4,1.0,25.8,7.25,5.56,0.2,122.1,161.0,90.3,61.7,63.3,2.5,No Disease,0,1.3,1.38,176.54,100.0,84.6,60.2,Medium
F0698,Livestock,Poultry,Andhra Pradesh,5,12.5,,,,,45.7,48.3,56.6,177.1,69.1,2.8,Parasitic Infection,1,6.2,2.59,80.5,100.0,,94.8,High
F0699,Livestock,Sheep,Telangana,7,8.1,,,,,37.6,34.4,57.5,125.3,47.8,4.0,Foot and Mouth Disease,1,14.0,2.33,41.32,93.8,,91.9,High
F0700,Aquaculture,Shrimp,Karnataka,5,2.9,28.5,7.8,3.98,0.19,98.0,161.2,64.2,52.5,91.7,4.5,White Spot Disease,1,12.0,2.04,174.15,91.7,97.8,100.0,High
F0701,Livestock,Poultry,Andhra Pradesh,5,23.6,,,,,36.3,19.4,83.2,165.4,66.2,2.3,No Disease,0,0.3,1.96,25.51,100.0,,45.9,Medium
F0702,Livestock,Poultry,Telangana,6,23.4,,,,,40.9,33.2,76.2,144.4,80.5,2.1,No Disease,0,0.8,1.91,48.39,100.0,,62.4,Medium
F0703,Aquaculture,Pangasius,Karnataka,1,14.1,21.8,8.05,6.72,0.27,87.6,61.1,80.2,119.7,85.6,4.2,No Disease,0,1.9,1.55,91.56,100.0,72.2,74.2,High
F0704,Livestock,Buffalo,Andhra Pradesh,2,10.9,,,,,27.2,31.1,92.3,143.1,96.0,2.0,Mastitis,1,4.7,2.55,33.27,100.0,,75.3,High
F0705,Aquaculture,Catla,Karnataka,1,14.8,27.9,7.9,5.18,0.15,162.4,224.1,55.5,159.5,66.7,2.1,No Disease,0,4.2,1.79,369.88,100.0,98.4,100.0,High
F0706,Aquaculture,Shrimp,Andhra Pradesh,1,22.2,28.0,8.4,6.72,0.11,47.8,136.5,92.4,38.4,73.3,4.3,No Disease,0,3.3,0.96,205.51,100.0,92.8,42.2,Medium
F0707,Livestock,Sheep,Karnataka,5,22.2,,,,,30.4,40.2,85.9,100.4,48.0,2.3,No Disease,0,0.6,1.72,55.06,100.0,,41.7,Medium
F0708,Livestock,Goat,West Bengal,2,16.5,,,,,50.3,3.8,60.1,56.1,68.5,2.1,No Disease,0,0.0,2.42,6.4,100.0,,72.5,High
F0709,Livestock,Buffalo,Karnataka,7,3.2,,,,,22.8,26.7,86.4,112.4,57.6,3.2,No Disease,0,2.0,1.81,30.13,100.0,,39.3,Medium
F0710,Livestock,Cattle,Telangana,3,23.7,,,,,10.8,22.6,93.7,21.3,61.5,3.9,No Disease,0,1.5,2.07,31.65,100.0,,29.0,Low
F0711,Aquaculture,Tilapia,Telangana,2,23.9,26.5,7.45,5.34,0.27,126.5,248.8,86.6,38.9,91.4,3.0,Early Mortality Syndrome,1,5.8,1.65,360.98,100.0,89.8,100.0,High
F0712,Livestock,Sheep,Andhra Pradesh,4,11.3,,,,,46.2,2.2,56.7,36.2,54.9,2.5,No Disease,0,1.9,2.5,2.88,100.0,,74.8,High
F0713,Aquaculture,Catla,West Bengal,1,11.0,27.9,7.91,5.58,0.2,61.0,171.5,61.5,166.2,79.3,2.8,Early Mortality Syndrome,1,6.2,2.07,205.26,100.0,98.3,100.0,High
F0714,Livestock,Buffalo,Karnataka,2,23.8,,,,,26.6,13.3,96.9,65.1,76.9,3.4,No Disease,0,2.5,1.93,14.99,100.0,,35.3,Medium
F0715,Livestock,Buffalo,Andhra Pradesh,7,5.6,,,,,25.3,42.2,65.9,64.1,55.1,4.1,No Disease,1,4.2,2.38,64.59,100.0,,80.4,High
F0716,Livestock,Sheep,West Bengal,2,21.1,,,,,17.7,8.2,94.0,179.6,53.7,1.9,No Disease,0,0.5,1.84,12.64,100.0,,30.4,Low
F0717,Aquaculture,Rohu,Telangana,7,23.2,26.3,7.67,6.96,0.23,119.4,65.2,83.2,123.3,95.1,2.4,No Disease,0,0.0,1.45,74.11,100.0,91.6,86.7,High
F0718,Livestock,Poultry,Karnataka,6,13.3,,,,,55.1,12.6,81.4,74.2,79.7,4.5,No Disease,1,4.1,2.08,13.41,100.0,,80.1,High
F0719,Livestock,Buffalo,Karnataka,1,13.9,,,,,50.8,43.5,87.8,47.3,47.4,1.8,No Disease,0,1.3,1.96,71.36,100.0,,44.9,Medium
F0720,Livestock,Goat,West Bengal,3,11.1,,,,,12.4,20.5,57.2,71.2,55.0,3.3,No Disease,0,2.6,1.91,23.65,100.0,,65.9,High
